Serial_number:,,,,,,
2060682,,,,,,
Project ID:,,,,,,
,,,,,,
Location:,,,,,,
LL 7 XS 19 Site #3,,,,,,
LEVEL,,,,,,
UNIT: m,,,,,,
Offset: 0.000000 m,,,,,,
TEMPERATURE,,,,,,
UNIT: °C,,,,,,
Date,Time,ms,LEVEL,TEMPERATURE,FILE,
8/11/2021,6:00:00 PM,0,-0.0475,19.738,Compensated,
8/11/2021,6:10:00 PM,0,-0.0474,19.602,Compensated,
8/11/2021,6:20:00 PM,0,-0.047,19.469,Compensated,
8/11/2021,6:30:00 PM,0,-0.0469,19.339,Compensated,
8/11/2021,6:40:00 PM,0,-0.0468,19.21,Compensated,
8/11/2021,6:50:00 PM,0,-0.0466,19.082,Compensated,
8/11/2021,7:00:00 PM,0,-0.0462,18.953,Compensated,
8/11/2021,7:10:00 PM,0,-0.0455,18.825,Compensated,
8/11/2021,7:20:00 PM,0,-0.0455,18.688,Compensated,
8/11/2021,7:30:00 PM,0,-0.045,18.547,Compensated,
8/11/2021,7:40:00 PM,0,-0.045,18.406,Compensated,
8/11/2021,7:50:00 PM,0,-0.0442,18.271,Compensated,
8/11/2021,8:00:00 PM,0,-0.0446,18.144,Compensated,
8/11/2021,8:10:00 PM,0,-0.0443,18.025,Compensated,
8/11/2021,8:20:00 PM,0,-0.0444,17.912,Compensated,
8/11/2021,8:30:00 PM,0,-0.0441,17.802,Compensated,
8/11/2021,8:40:00 PM,0,-0.0443,17.697,Compensated,
8/11/2021,8:50:00 PM,0,-0.0441,17.596,Compensated,
8/11/2021,9:00:00 PM,0,-0.0438,17.501,Compensated,
8/11/2021,9:10:00 PM,0,-0.0438,17.411,Compensated,
8/11/2021,9:20:00 PM,0,-0.0437,17.323,Compensated,
8/11/2021,9:30:00 PM,0,-0.044,17.237,Compensated,
8/11/2021,9:40:00 PM,0,-0.044,17.153,Compensated,
8/11/2021,9:50:00 PM,0,-0.0442,17.073,Compensated,
8/11/2021,10:00:00 PM,0,-0.0437,16.994,Compensated,
8/11/2021,10:10:00 PM,0,-0.0444,16.915,Compensated,
8/11/2021,10:20:00 PM,0,-0.0447,16.84,Compensated,
8/11/2021,10:30:00 PM,0,-0.0449,16.763,Compensated,
8/11/2021,10:40:00 PM,0,-0.045,16.688,Compensated,
8/11/2021,10:50:00 PM,0,-0.0453,16.615,Compensated,
8/11/2021,11:00:00 PM,0,-0.0453,16.541,Compensated,
8/11/2021,11:10:00 PM,0,-0.0457,16.465,Compensated,
8/11/2021,11:20:00 PM,0,-0.0458,16.393,Compensated,
8/11/2021,11:30:00 PM,0,-0.0452,16.323,Compensated,
8/11/2021,11:40:00 PM,0,-0.0465,16.252,Compensated,
8/11/2021,11:50:00 PM,0,-0.047,16.184,Compensated,
8/12/2021,12:00:00 AM,0,-0.0469,16.119,Compensated,
8/12/2021,12:10:00 AM,0,-0.047,16.051,Compensated,
8/12/2021,12:20:00 AM,0,-0.0467,15.971,Compensated,
8/12/2021,12:30:00 AM,0,-0.0477,15.876,Compensated,
8/12/2021,12:40:00 AM,0,-0.0473,15.768,Compensated,
8/12/2021,12:50:00 AM,0,-0.0472,15.652,Compensated,
8/12/2021,1:00:00 AM,0,-0.0477,15.541,Compensated,
8/12/2021,1:10:00 AM,0,-0.0472,15.442,Compensated,
8/12/2021,1:20:00 AM,0,-0.0478,15.358,Compensated,
8/12/2021,1:30:00 AM,0,-0.0475,15.277,Compensated,
8/12/2021,1:40:00 AM,0,-0.0477,15.195,Compensated,
8/12/2021,1:50:00 AM,0,-0.048,15.121,Compensated,
8/12/2021,2:00:00 AM,0,-0.0481,15.051,Compensated,
8/12/2021,2:10:00 AM,0,-0.0486,14.979,Compensated,
8/12/2021,2:20:00 AM,0,-0.0485,14.909,Compensated,
8/12/2021,2:30:00 AM,0,-0.0482,14.843,Compensated,
8/12/2021,2:40:00 AM,0,-0.0481,14.773,Compensated,
8/12/2021,2:50:00 AM,0,-0.0486,14.704,Compensated,
8/12/2021,3:00:00 AM,0,-0.048,14.643,Compensated,
8/12/2021,3:10:00 AM,0,-0.0489,14.57,Compensated,
8/12/2021,3:20:00 AM,0,-0.0488,14.505,Compensated,
8/12/2021,3:30:00 AM,0,-0.0491,14.447,Compensated,
8/12/2021,3:40:00 AM,0,-0.0488,14.389,Compensated,
8/12/2021,3:50:00 AM,0,-0.0491,14.338,Compensated,
8/12/2021,4:00:00 AM,0,-0.0492,14.272,Compensated,
8/12/2021,4:10:00 AM,0,-0.049,14.214,Compensated,
8/12/2021,4:20:00 AM,0,-0.0493,14.161,Compensated,
8/12/2021,4:30:00 AM,0,-0.0489,14.109,Compensated,
8/12/2021,4:40:00 AM,0,-0.0488,14.051,Compensated,
8/12/2021,4:50:00 AM,0,-0.0495,13.993,Compensated,
8/12/2021,5:00:00 AM,0,-0.0494,13.945,Compensated,
8/12/2021,5:10:00 AM,0,-0.0497,13.895,Compensated,
8/12/2021,5:20:00 AM,0,-0.0491,13.836,Compensated,
8/12/2021,5:30:00 AM,0,-0.0493,13.791,Compensated,
8/12/2021,5:40:00 AM,0,-0.0493,13.76,Compensated,
8/12/2021,5:50:00 AM,0,-0.0491,13.729,Compensated,
8/12/2021,6:00:00 AM,0,-0.0488,13.705,Compensated,
8/12/2021,6:10:00 AM,0,-0.05,13.702,Compensated,
8/12/2021,6:20:00 AM,0,-0.0491,13.7,Compensated,
8/12/2021,6:30:00 AM,0,-0.0492,13.71,Compensated,
8/12/2021,6:40:00 AM,0,-0.0486,13.724,Compensated,
8/12/2021,6:50:00 AM,0,-0.049,13.765,Compensated,
8/12/2021,7:00:00 AM,0,-0.0484,13.83,Compensated,
8/12/2021,7:10:00 AM,0,-0.0481,13.91,Compensated,
8/12/2021,7:20:00 AM,0,-0.0482,14.017,Compensated,
8/12/2021,7:30:00 AM,0,-0.0482,14.149,Compensated,
8/12/2021,7:40:00 AM,0,-0.0474,14.3,Compensated,
8/12/2021,7:50:00 AM,0,-0.0472,14.46,Compensated,
8/12/2021,8:00:00 AM,0,-0.0473,14.629,Compensated,
8/12/2021,8:10:00 AM,0,-0.0466,14.812,Compensated,
8/12/2021,8:20:00 AM,0,-0.0466,15.016,Compensated,
8/12/2021,8:30:00 AM,0,-0.0459,15.236,Compensated,
8/12/2021,8:40:00 AM,0,-0.0457,15.466,Compensated,
8/12/2021,8:50:00 AM,0,-0.0456,15.698,Compensated,
8/12/2021,9:00:00 AM,0,-0.0453,15.917,Compensated,
8/12/2021,9:10:00 AM,0,-0.0447,16.189,Compensated,
8/12/2021,9:20:00 AM,0,-0.0449,16.478,Compensated,
8/12/2021,9:30:00 AM,0,-0.0447,16.766,Compensated,
8/12/2021,9:40:00 AM,0,-0.0446,17.053,Compensated,
8/12/2021,9:50:00 AM,0,-0.0441,17.364,Compensated,
8/12/2021,10:00:00 AM,0,-0.0451,17.694,Compensated,
8/12/2021,10:10:00 AM,0,-0.0454,18.081,Compensated,
8/12/2021,10:20:00 AM,0,-0.0469,18.602,Compensated,
8/12/2021,10:30:00 AM,0,-0.0474,19.131,Compensated,
8/12/2021,10:40:00 AM,0,-0.0485,19.644,Compensated,
8/12/2021,10:50:00 AM,0,-0.0494,20.089,Compensated,
8/12/2021,11:00:00 AM,0,-0.0499,20.329,Compensated,
8/12/2021,11:10:00 AM,0,-0.0501,20.611,Compensated,
8/12/2021,11:20:00 AM,0,-0.0508,21.026,Compensated,
8/12/2021,11:30:00 AM,0,-0.0516,21.338,Compensated,
8/12/2021,11:40:00 AM,0,-0.0527,21.507,Compensated,
8/12/2021,11:50:00 AM,0,-0.0531,21.55,Compensated,
8/12/2021,12:00:00 PM,0,-0.0537,21.578,Compensated,
8/12/2021,12:10:00 PM,0,-0.0543,21.589,Compensated,
8/12/2021,12:20:00 PM,0,-0.0544,21.603,Compensated,
8/12/2021,12:30:00 PM,0,-0.0553,21.627,Compensated,
8/12/2021,12:40:00 PM,0,-0.0555,21.674,Compensated,
8/12/2021,12:50:00 PM,0,-0.0565,21.773,Compensated,
8/12/2021,1:00:00 PM,0,-0.0565,21.826,Compensated,
8/12/2021,1:10:00 PM,0,-0.0554,21.823,Compensated,
8/12/2021,1:20:00 PM,0,-0.0561,21.845,Compensated,
8/12/2021,1:30:00 PM,0,-0.057,21.851,Compensated,
8/12/2021,1:40:00 PM,0,-0.0566,21.834,Compensated,
8/12/2021,1:50:00 PM,0,-0.0572,21.857,Compensated,
8/12/2021,2:00:00 PM,0,-0.0573,21.881,Compensated,
8/12/2021,2:10:00 PM,0,-0.0572,21.883,Compensated,
8/12/2021,2:20:00 PM,0,-0.0566,21.893,Compensated,
8/12/2021,2:30:00 PM,0,-0.0573,21.865,Compensated,
8/12/2021,2:40:00 PM,0,-0.0576,21.825,Compensated,
8/12/2021,2:50:00 PM,0,-0.0571,21.743,Compensated,
8/12/2021,3:00:00 PM,0,-0.0578,21.659,Compensated,
8/12/2021,3:10:00 PM,0,-0.0567,21.587,Compensated,
8/12/2021,3:20:00 PM,0,-0.0568,21.497,Compensated,
8/12/2021,3:30:00 PM,0,-0.0563,21.398,Compensated,
8/12/2021,3:40:00 PM,0,-0.0556,21.274,Compensated,
8/12/2021,3:50:00 PM,0,-0.0554,21.157,Compensated,
8/12/2021,4:00:00 PM,0,-0.0552,21.044,Compensated,
8/12/2021,4:10:00 PM,0,-0.0554,20.913,Compensated,
8/12/2021,4:20:00 PM,0,-0.0542,20.792,Compensated,
8/12/2021,4:30:00 PM,0,-0.053,20.659,Compensated,
8/12/2021,4:40:00 PM,0,-0.0527,20.517,Compensated,
8/12/2021,4:50:00 PM,0,-0.0517,20.428,Compensated,
8/12/2021,5:00:00 PM,0,-0.0525,20.349,Compensated,
8/12/2021,5:10:00 PM,0,-0.0518,20.23,Compensated,
8/12/2021,5:20:00 PM,0,-0.0517,20.109,Compensated,
8/12/2021,5:30:00 PM,0,-0.0518,19.99,Compensated,
8/12/2021,5:40:00 PM,0,-0.0511,19.864,Compensated,
8/12/2021,5:50:00 PM,0,-0.0508,19.741,Compensated,
8/12/2021,6:00:00 PM,0,-0.0509,19.631,Compensated,
8/12/2021,6:10:00 PM,0,-0.0507,19.518,Compensated,
8/12/2021,6:20:00 PM,0,-0.0505,19.401,Compensated,
8/12/2021,6:30:00 PM,0,-0.0502,19.279,Compensated,
8/12/2021,6:40:00 PM,0,-0.0498,19.157,Compensated,
8/12/2021,6:50:00 PM,0,-0.0489,19.034,Compensated,
8/12/2021,7:00:00 PM,0,-0.0497,18.902,Compensated,
8/12/2021,7:10:00 PM,0,-0.0484,18.756,Compensated,
8/12/2021,7:20:00 PM,0,-0.0486,18.591,Compensated,
8/12/2021,7:30:00 PM,0,-0.0476,18.419,Compensated,
8/12/2021,7:40:00 PM,0,-0.0478,18.241,Compensated,
8/12/2021,7:50:00 PM,0,-0.0477,18.06,Compensated,
8/12/2021,8:00:00 PM,0,-0.0473,17.884,Compensated,
8/12/2021,8:10:00 PM,0,-0.0468,17.718,Compensated,
8/12/2021,8:20:00 PM,0,-0.0462,17.565,Compensated,
8/12/2021,8:30:00 PM,0,-0.0466,17.42,Compensated,
8/12/2021,8:40:00 PM,0,-0.0465,17.288,Compensated,
8/12/2021,8:50:00 PM,0,-0.0467,17.174,Compensated,
8/12/2021,9:00:00 PM,0,-0.0469,17.066,Compensated,
8/12/2021,9:10:00 PM,0,-0.0472,16.964,Compensated,
8/12/2021,9:20:00 PM,0,-0.0472,16.863,Compensated,
8/12/2021,9:30:00 PM,0,-0.0473,16.762,Compensated,
8/12/2021,9:40:00 PM,0,-0.047,16.659,Compensated,
8/12/2021,9:50:00 PM,0,-0.0468,16.562,Compensated,
8/12/2021,10:00:00 PM,0,-0.047,16.469,Compensated,
8/12/2021,10:10:00 PM,0,-0.0472,16.386,Compensated,
8/12/2021,10:20:00 PM,0,-0.0475,16.3,Compensated,
8/12/2021,10:30:00 PM,0,-0.0474,16.221,Compensated,
8/12/2021,10:40:00 PM,0,-0.0477,16.143,Compensated,
8/12/2021,10:50:00 PM,0,-0.0478,16.079,Compensated,
8/12/2021,11:00:00 PM,0,-0.0472,16.015,Compensated,
8/12/2021,11:10:00 PM,0,-0.0478,15.951,Compensated,
8/12/2021,11:20:00 PM,0,-0.0478,15.891,Compensated,
8/12/2021,11:30:00 PM,0,-0.0478,15.84,Compensated,
8/12/2021,11:40:00 PM,0,-0.0477,15.786,Compensated,
8/12/2021,11:50:00 PM,0,-0.048,15.735,Compensated,
8/13/2021,12:00:00 AM,0,-0.0483,15.69,Compensated,
8/13/2021,12:10:00 AM,0,-0.0481,15.645,Compensated,
8/13/2021,12:20:00 AM,0,-0.0485,15.598,Compensated,
8/13/2021,12:30:00 AM,0,-0.0478,15.548,Compensated,
8/13/2021,12:40:00 AM,0,-0.0487,15.489,Compensated,
8/13/2021,12:50:00 AM,0,-0.0483,15.427,Compensated,
8/13/2021,1:00:00 AM,0,-0.0484,15.367,Compensated,
8/13/2021,1:10:00 AM,0,-0.0483,15.302,Compensated,
8/13/2021,1:20:00 AM,0,-0.0482,15.246,Compensated,
8/13/2021,1:30:00 AM,0,-0.049,15.197,Compensated,
8/13/2021,1:40:00 AM,0,-0.0483,15.147,Compensated,
8/13/2021,1:50:00 AM,0,-0.0486,15.096,Compensated,
8/13/2021,2:00:00 AM,0,-0.0489,15.028,Compensated,
8/13/2021,2:10:00 AM,0,-0.0488,14.979,Compensated,
8/13/2021,2:20:00 AM,0,-0.0491,14.928,Compensated,
8/13/2021,2:30:00 AM,0,-0.0495,14.879,Compensated,
8/13/2021,2:40:00 AM,0,-0.0486,14.831,Compensated,
8/13/2021,2:50:00 AM,0,-0.0496,14.78,Compensated,
8/13/2021,3:00:00 AM,0,-0.0497,14.734,Compensated,
8/13/2021,3:10:00 AM,0,-0.049,14.689,Compensated,
8/13/2021,3:20:00 AM,0,-0.0499,14.632,Compensated,
8/13/2021,3:30:00 AM,0,-0.0494,14.59,Compensated,
8/13/2021,3:40:00 AM,0,-0.0496,14.551,Compensated,
8/13/2021,3:50:00 AM,0,-0.0499,14.496,Compensated,
8/13/2021,4:00:00 AM,0,-0.0497,14.448,Compensated,
8/13/2021,4:10:00 AM,0,-0.0501,14.399,Compensated,
8/13/2021,4:20:00 AM,0,-0.0504,14.357,Compensated,
8/13/2021,4:30:00 AM,0,-0.0498,14.318,Compensated,
8/13/2021,4:40:00 AM,0,-0.0501,14.281,Compensated,
8/13/2021,4:50:00 AM,0,-0.0505,14.26,Compensated,
8/13/2021,5:00:00 AM,0,-0.0504,14.235,Compensated,
8/13/2021,5:10:00 AM,0,-0.0505,14.205,Compensated,
8/13/2021,5:20:00 AM,0,-0.0505,14.166,Compensated,
8/13/2021,5:30:00 AM,0,-0.05,14.133,Compensated,
8/13/2021,5:40:00 AM,0,-0.0502,14.111,Compensated,
8/13/2021,5:50:00 AM,0,-0.0505,14.095,Compensated,
8/13/2021,6:00:00 AM,0,-0.0507,14.097,Compensated,
8/13/2021,6:10:00 AM,0,-0.0499,14.116,Compensated,
8/13/2021,6:20:00 AM,0,-0.0501,14.146,Compensated,
8/13/2021,6:30:00 AM,0,-0.0501,14.185,Compensated,
8/13/2021,6:40:00 AM,0,-0.0496,14.245,Compensated,
8/13/2021,6:50:00 AM,0,-0.0493,14.337,Compensated,
8/13/2021,7:00:00 AM,0,-0.0494,14.456,Compensated,
8/13/2021,7:10:00 AM,0,-0.0492,14.573,Compensated,
8/13/2021,7:20:00 AM,0,-0.049,14.694,Compensated,
8/13/2021,7:30:00 AM,0,-0.0487,14.842,Compensated,
8/13/2021,7:40:00 AM,0,-0.0482,14.992,Compensated,
8/13/2021,7:50:00 AM,0,-0.0486,15.141,Compensated,
8/13/2021,8:00:00 AM,0,-0.0487,15.3,Compensated,
8/13/2021,8:10:00 AM,0,-0.0471,15.465,Compensated,
8/13/2021,8:20:00 AM,0,-0.0474,15.617,Compensated,
8/13/2021,8:30:00 AM,0,-0.0471,15.772,Compensated,
8/13/2021,8:40:00 AM,0,-0.047,16.001,Compensated,
8/13/2021,8:50:00 AM,0,-0.0469,16.261,Compensated,
8/13/2021,9:00:00 AM,0,-0.0467,16.522,Compensated,
8/13/2021,9:10:00 AM,0,-0.046,16.753,Compensated,
8/13/2021,9:20:00 AM,0,-0.0457,16.981,Compensated,
8/13/2021,9:30:00 AM,0,-0.0456,17.216,Compensated,
8/13/2021,9:40:00 AM,0,-0.0454,17.474,Compensated,
8/13/2021,9:50:00 AM,0,-0.0457,17.762,Compensated,
8/13/2021,10:00:00 AM,0,-0.0466,18.099,Compensated,
8/13/2021,10:10:00 AM,0,-0.0472,18.463,Compensated,
8/13/2021,10:20:00 AM,0,-0.0482,18.879,Compensated,
8/13/2021,10:30:00 AM,0,-0.0489,19.272,Compensated,
8/13/2021,10:40:00 AM,0,-0.0493,19.664,Compensated,
8/13/2021,10:50:00 AM,0,-0.0507,20.017,Compensated,
8/13/2021,11:00:00 AM,0,-0.0507,20.354,Compensated,
8/13/2021,11:10:00 AM,0,-0.0513,20.652,Compensated,
8/13/2021,11:20:00 AM,0,-0.0516,20.858,Compensated,
8/13/2021,11:30:00 AM,0,-0.0525,20.988,Compensated,
8/13/2021,11:40:00 AM,0,-0.053,21.053,Compensated,
8/13/2021,11:50:00 AM,0,-0.0532,21.066,Compensated,
8/13/2021,12:00:00 PM,0,-0.0533,21.085,Compensated,
8/13/2021,12:10:00 PM,0,-0.0545,21.132,Compensated,
8/13/2021,12:20:00 PM,0,-0.0549,21.167,Compensated,
8/13/2021,12:30:00 PM,0,-0.0548,21.162,Compensated,
8/13/2021,12:40:00 PM,0,-0.0542,21.12,Compensated,
8/13/2021,12:50:00 PM,0,-0.055,21.176,Compensated,
8/13/2021,1:00:00 PM,0,-0.0552,21.27,Compensated,
8/13/2021,1:10:00 PM,0,-0.0562,21.343,Compensated,
8/13/2021,1:20:00 PM,0,-0.0554,21.381,Compensated,
8/13/2021,1:30:00 PM,0,-0.055,21.379,Compensated,
8/13/2021,1:40:00 PM,0,-0.0555,21.323,Compensated,
8/13/2021,1:50:00 PM,0,-0.055,21.249,Compensated,
8/13/2021,2:00:00 PM,0,-0.055,21.175,Compensated,
8/13/2021,2:10:00 PM,0,-0.0547,21.092,Compensated,
8/13/2021,2:20:00 PM,0,-0.0546,20.984,Compensated,
8/13/2021,2:30:00 PM,0,-0.054,20.889,Compensated,
8/13/2021,2:40:00 PM,0,-0.0535,20.791,Compensated,
8/13/2021,2:50:00 PM,0,-0.0531,20.679,Compensated,
8/13/2021,3:00:00 PM,0,-0.0526,20.585,Compensated,
8/13/2021,3:10:00 PM,0,-0.0526,20.552,Compensated,
8/13/2021,3:20:00 PM,0,-0.053,20.591,Compensated,
8/13/2021,3:30:00 PM,0,-0.0542,20.628,Compensated,
8/13/2021,3:40:00 PM,0,-0.0546,20.62,Compensated,
8/13/2021,3:50:00 PM,0,-0.0544,20.588,Compensated,
8/13/2021,4:00:00 PM,0,-0.0539,20.545,Compensated,
8/13/2021,4:10:00 PM,0,-0.0535,20.471,Compensated,
8/13/2021,4:20:00 PM,0,-0.0533,20.388,Compensated,
8/13/2021,4:30:00 PM,0,-0.0533,20.309,Compensated,
8/13/2021,4:40:00 PM,0,-0.0533,20.229,Compensated,
8/13/2021,4:50:00 PM,0,-0.0525,20.13,Compensated,
8/13/2021,5:00:00 PM,0,-0.0521,20.01,Compensated,
8/13/2021,5:10:00 PM,0,-0.0518,19.906,Compensated,
8/13/2021,5:20:00 PM,0,-0.052,19.799,Compensated,
8/13/2021,5:30:00 PM,0,-0.0518,19.68,Compensated,
8/13/2021,5:40:00 PM,0,-0.0509,19.559,Compensated,
8/13/2021,5:50:00 PM,0,-0.0516,19.433,Compensated,
8/13/2021,6:00:00 PM,0,-0.051,19.302,Compensated,
8/13/2021,6:10:00 PM,0,-0.0511,19.169,Compensated,
8/13/2021,6:20:00 PM,0,-0.0505,19.034,Compensated,
8/13/2021,6:30:00 PM,0,-0.0504,18.91,Compensated,
8/13/2021,6:40:00 PM,0,-0.0496,18.784,Compensated,
8/13/2021,6:50:00 PM,0,-0.0498,18.657,Compensated,
8/13/2021,7:00:00 PM,0,-0.0494,18.522,Compensated,
8/13/2021,7:10:00 PM,0,-0.0491,18.385,Compensated,
8/13/2021,7:20:00 PM,0,-0.0487,18.247,Compensated,
8/13/2021,7:30:00 PM,0,-0.0486,18.089,Compensated,
8/13/2021,7:40:00 PM,0,-0.048,17.901,Compensated,
8/13/2021,7:50:00 PM,0,-0.0482,17.709,Compensated,
8/13/2021,8:00:00 PM,0,-0.0481,17.524,Compensated,
8/13/2021,8:10:00 PM,0,-0.0481,17.353,Compensated,
8/13/2021,8:20:00 PM,0,-0.0474,17.193,Compensated,
8/13/2021,8:30:00 PM,0,-0.0476,17.05,Compensated,
8/13/2021,8:40:00 PM,0,-0.0475,16.912,Compensated,
8/13/2021,8:50:00 PM,0,-0.0477,16.78,Compensated,
8/13/2021,9:00:00 PM,0,-0.0474,16.655,Compensated,
8/13/2021,9:10:00 PM,0,-0.0482,16.532,Compensated,
8/13/2021,9:20:00 PM,0,-0.0485,16.426,Compensated,
8/13/2021,9:30:00 PM,0,-0.0485,16.326,Compensated,
8/13/2021,9:40:00 PM,0,-0.0486,16.225,Compensated,
8/13/2021,9:50:00 PM,0,-0.0479,16.141,Compensated,
8/13/2021,10:00:00 PM,0,-0.0481,16.1,Compensated,
8/13/2021,10:10:00 PM,0,-0.0484,16.096,Compensated,
8/13/2021,10:20:00 PM,0,-0.0481,16.107,Compensated,
8/13/2021,10:30:00 PM,0,-0.049,16.129,Compensated,
8/13/2021,10:40:00 PM,0,-0.0483,16.156,Compensated,
8/13/2021,10:50:00 PM,0,-0.0477,16.186,Compensated,
8/13/2021,11:00:00 PM,0,-0.0483,16.215,Compensated,
8/13/2021,11:10:00 PM,0,-0.0481,16.24,Compensated,
8/13/2021,11:20:00 PM,0,-0.0481,16.253,Compensated,
8/13/2021,11:30:00 PM,0,-0.0486,16.255,Compensated,
8/13/2021,11:40:00 PM,0,-0.0467,16.258,Compensated,
8/13/2021,11:50:00 PM,0,-0.048,16.254,Compensated,
8/14/2021,12:00:00 AM,0,-0.0471,16.243,Compensated,
8/14/2021,12:10:00 AM,0,-0.0476,16.238,Compensated,
8/14/2021,12:20:00 AM,0,-0.0491,16.227,Compensated,
8/14/2021,12:30:00 AM,0,-0.0494,16.206,Compensated,
8/14/2021,12:40:00 AM,0,-0.0485,16.186,Compensated,
8/14/2021,12:50:00 AM,0,-0.0474,16.166,Compensated,
8/14/2021,1:00:00 AM,0,-0.0483,16.149,Compensated,
8/14/2021,1:10:00 AM,0,-0.0475,16.127,Compensated,
8/14/2021,1:20:00 AM,0,-0.0479,16.109,Compensated,
8/14/2021,1:30:00 AM,0,-0.0495,16.083,Compensated,
8/14/2021,1:40:00 AM,0,-0.0476,16.045,Compensated,
8/14/2021,1:50:00 AM,0,-0.0493,16.017,Compensated,
8/14/2021,2:00:00 AM,0,-0.0482,15.986,Compensated,
8/14/2021,2:10:00 AM,0,-0.0483,15.951,Compensated,
8/14/2021,2:20:00 AM,0,-0.049,15.907,Compensated,
8/14/2021,2:30:00 AM,0,-0.0486,15.862,Compensated,
8/14/2021,2:40:00 AM,0,-0.0477,15.829,Compensated,
8/14/2021,2:50:00 AM,0,-0.0491,15.783,Compensated,
8/14/2021,3:00:00 AM,0,-0.0487,15.742,Compensated,
8/14/2021,3:10:00 AM,0,-0.048,15.7,Compensated,
8/14/2021,3:20:00 AM,0,-0.0491,15.665,Compensated,
8/14/2021,3:30:00 AM,0,-0.0495,15.629,Compensated,
8/14/2021,3:40:00 AM,0,-0.0495,15.596,Compensated,
8/14/2021,3:50:00 AM,0,-0.0498,15.57,Compensated,
8/14/2021,4:00:00 AM,0,-0.0492,15.546,Compensated,
8/14/2021,4:10:00 AM,0,-0.049,15.514,Compensated,
8/14/2021,4:20:00 AM,0,-0.0487,15.495,Compensated,
8/14/2021,4:30:00 AM,0,-0.0482,15.478,Compensated,
8/14/2021,4:40:00 AM,0,-0.0484,15.45,Compensated,
8/14/2021,4:50:00 AM,0,-0.0482,15.417,Compensated,
8/14/2021,5:00:00 AM,0,-0.0487,15.386,Compensated,
8/14/2021,5:10:00 AM,0,-0.0487,15.361,Compensated,
8/14/2021,5:20:00 AM,0,-0.049,15.333,Compensated,
8/14/2021,5:30:00 AM,0,-0.0487,15.311,Compensated,
8/14/2021,5:40:00 AM,0,-0.049,15.295,Compensated,
8/14/2021,5:50:00 AM,0,-0.0497,15.277,Compensated,
8/14/2021,6:00:00 AM,0,-0.0483,15.274,Compensated,
8/14/2021,6:10:00 AM,0,-0.0498,15.272,Compensated,
8/14/2021,6:20:00 AM,0,-0.0499,15.281,Compensated,
8/14/2021,6:30:00 AM,0,-0.0501,15.296,Compensated,
8/14/2021,6:40:00 AM,0,-0.0497,15.317,Compensated,
8/14/2021,6:50:00 AM,0,-0.0491,15.341,Compensated,
8/14/2021,7:00:00 AM,0,-0.0495,15.395,Compensated,
